party,topic,text,label
Liberal,"Climate change, energy",They will invest $20 million to help Nunavut Nukkiksautiit Corporation complete the first stage of construction of its hydroelectric facility.,0
Liberal,"Climate change, energy",They will invest $20 million to help Nunavut Nukqixoutid Corporation complete the first phase of development of its hydroelectric power plant.,0
Liberal,"Climate change, energy","They would invest $94 million to modernize the power plants in Cambridge Bay, Gjoa Haven, Igloolik and Iqaluit.",0
Liberal,"Climate change, energy","They would invest $94 million to upgrade power plants in Cambridge Bay, Gjoa Haven, Igloolik and Iqaluit.",0
Liberal,"Climate change, energy","They would invest $94 million to upgrade power plants in Cambridge Bay, Gjoa Haven, Igloolik and Iqaluit.",0
Liberal,"Climate change, energy","They will invest $94 million to upgrade power plants in Cambridge Bay, Gjoa Haven, Igloolik and Iqaluit.",0
Liberal,"Climate change, energy","They will invest $94 million to upgrade power plants in Cambridge Bay, Joa Haven, Iqaluit and Iqaluit.",0
Conservative,"Climate change, energy","Conservatives would repeal all carbon pricing, including on industrial emitters",1
Conservative,"Climate change, energy","The Conservatives would scrap all carbon pricing, including on industrial power generators.",1
Conservative,"Climate change, energy","Conservatives want to abolish all carbon pricing, including on industrial emissions",1
Conservative,"Climate change, energy","Conservatives would repeal all carbon pricing, including on industrial emissions",1
Conservative,"Climate change, energy","Conservatives would repeal all carbon pricing, including for industrial emitters.",1
Conservative,"Climate change, energy","They would strengthen incentives (for example, by expanding tax credits) for companies that reduce their emissions and to promote clean energy technologies.",1
Conservative,"Climate change, energy","They would increase incentives (e.g., expand tax credits) for businesses that reduce emissions and promote clean energy technology.",1
Conservative,"Climate change, energy","They would increase incentives (e.g., expanding tax breaks) for companies that reduce emissions and promote clean energy technologies.",1
Conservative,"Climate change, energy","They will boost incentives (e.g., expanding tax credits) for businesses that reduce emissions and promote clean energy technologies.",1
Conservative,"Climate change, energy","They will increase incentives for businesses that reduce emissions and promote clean energy technologies (e.g., expanding tax breaks).",1
Conservative,"Climate change, energy",The party has not announced its carbon reduction target.,1
Conservative,"Climate change, energy",The party has not announced its goal of reducing carbon emissions.,1
Conservative,"Climate change, energy",The party has not announced its target for carbon dioxide reductions.,1
Conservative,"Climate change, energy",The party has not yet announced its carbon emissions reduction target.,1
Conservative,"Climate change, energy",The party has not announced its carbon emissions reduction target.,1
Conservative,"Climate change, energy",He would support an east-west pipeline and approve projects such as LNG Quebec,1
Conservative,"Climate change, energy",It would support the east-west pipeline and would authorize projects like LNG Quebec.,1
Conservative,"Climate change, energy",It would support an east-west pipeline and approve projects like LNG Quebec,1
Conservative,"Climate change, energy",It will support the east-west pipeline and will approve projects like LNG Quebec,1
Conservative,"Climate change, energy",It will support the East-West pipeline and approve projects like LNG Quebec.,1
Conservative,"Climate change, energy",The party would be open to exporting oil from the Port of Churchill and pledged to accelerate the port's development.,1
Conservative,"Climate change, energy",The association will be ready to transport oil from the Port of Churchill and has promised to accelerate the development of the port.,1
Conservative,"Climate change, energy",The party would be open to exporting oil from the Port of Churchill and has promised to accelerate the port's development.,1
Conservative,"Climate change, energy",The party would be open to exporting oil from Port Churchill and has pledged to accelerate the construction of the port.,1
Conservative,"Climate change, energy",The party is open to exporting oil from the Port of Churchill and has pledged to accelerate the port's development.,1
New Democrat,"Climate change, energy",The NDP supported the elimination of carbon pricing on consumption,2
New Democrat,"Climate change, energy",NDP supported the removal of consumer carbon pricing,2
New Democrat,"Climate change, energy",NDP supported the abolition of consumer prices on carbon dioxide,2
New Democrat,"Climate change, energy",NDP supports eliminating consumer carbon pricing,2
New Democrat,"Climate change, energy",The NDP supported eliminating consumer carbon pricing.,2
